linkNumber,reviewBy,reviewRating,reviewAt,reviewDescription,city
25,Abdullah,5/5 Stars,09-04-21,"Great taste and quality... good place to eat pizza, loaded fries and burgers",Islamabad
25,Barika,1/5 Stars,08-04-21,"Pizza dough was either undercooked or stale, inconsistent quality a major let down from before, and last time even some of the toppings were missing but overall pizza was very good. THIS TIME EVERYONE complained!!! - even the fries were stale - chewy and unpleasant to eat.",Islamabad
25,Shaheen,3/5 Stars,04-04-21,I ordered large pan pizza. It was neither large nor a pan pizza.,Islamabad
25,SyedMuhammad,5/5 Stars,04-04-21,As good as any other pizza chain. Possibly even better. Crown crust highly recommended.,Islamabad
25,SherAlam,5/5 Stars,31-03-21,Tried their crown crust and it was the best in town!!,Islamabad
25,Behram,2/5 Stars,30-03-21,"Ordered pan crust but was sent thin crust instead (which my kids don’t like at all). Pizza was okay, nothing special this time. (Last time the experience was much better). The crust seemed a little undercooked as well.",Islamabad
25,usama,5/5 Stars,28-03-21,"Finally someone got it right. Tried their maxicana burger, its was very good.",Islamabad
25,Abdul,5/5 Stars,22-03-21,best crust filling ever had !,Islamabad
25,Hammad,5/5 Stars,22-03-21,"Great taste, tried their pizza fries and the sauces were on point.",Islamabad
25,Amina,1/5 Stars,21-03-21,It seems that half side of food was eaten before being delivered,Islamabad
25,Behram,5/5 Stars,20-03-21,Great value for money. And great pizza as well. Tried the crown midnight pizza special. Was quite tasty and topping quantity was good too. The hand-written note was a nice touch.,Islamabad
25,Hassan,5/5 Stars,17-03-21,It was like New Yorkers pizza but cheaper. So 5 stars.,Islamabad
25,Muhammad,4/5 Stars,16-03-21,"Very Good, Superb, excellent",Islamabad
26,muhammad,5/5 Stars,14-09-21,Amazing,Islamabad
26,Behram,5/5 Stars,07-09-21,Not as good as yesterday but still very good. Please maintain this quality.,Islamabad
26,Fatimah,5/5 Stars,06-09-21,"10/10 food, the food was very fresh, the service was quick, packing and extras were genuinely excellent and dont even get me started on the food, quantity = 100%, quality = 100%
My new favourite fast food",Islamabad
26,Moeed,4/5 Stars,06-09-21,It was okay.,Islamabad
26,Behram,5/5 Stars,06-09-21,Very Very Good Burger. Best I ve had for a long time.,Islamabad
26,Abdullah,4/5 Stars,05-09-21,Good,Islamabad
26,Tom,2/5 Stars,02-09-21,food wasn't good today.,Islamabad
26,Musaub,5/5 Stars,24-08-21,Amazing beef burger.,Islamabad
26,Miss,3/5 Stars,16-08-21,"Well the quality of the bun was not impressive, looks like they got it from a local baker and I ordered LARGE fries , and they gave me a mini one, for 200 , not good! If you guys are busy and can't read an order properly, it's not my fault! I'm paying in full, aren't I?",Islamabad
26,Behram,4/5 Stars,15-08-21,Quantity of fries was too less. Extremely less. Rest was fine. Can add one or two sauces in the wrap.,Islamabad
26,Esha,5/5 Stars,13-08-21,Excellent food.,Islamabad
26,Ibrahim,5/5 Stars,13-08-21,"As usual, awesome wraps",Islamabad
26,Musaub,1/5 Stars,10-08-21,Beef seemed over cooked. Poor quality,Islamabad
26,Zubair,3/5 Stars,09-08-21,Cold drink was missing. Butger was goid,Islamabad
26,Hareem,3/5 Stars,09-08-21,"The double trouble chicken burger was pretty good. The chipotle blanket wrap was very dry and too spicy, the chicken was tender though.",Islamabad
26,MUmar,3/5 Stars,07-08-21,Average,Islamabad
26,Asim,3/5 Stars,06-08-21,Beef patty is small.   And therefore the lower than market price.  Taste was good,Islamabad
26,Esha,5/5 Stars,06-08-21,Wrap needs a little more sauce and chicken. The burgers are too good. Overall good experience. 10/10 taste,Islamabad
26,Hamza,4/5 Stars,05-08-21,"Beef burgers are good. Patties are a bit overcooked and normally the chef goes easy on the sauce but last time I ordered it was drenched in sauce. Sauce is supposed to be a side line taste which compliments the taste of the meat, not the main flavour itself.",Islamabad
26,Ehtesham,4/5 Stars,29-07-21,Good,Islamabad
26,Sikander,5/5 Stars,26-07-21,5 star for freshness and there should be little bit more fries.,Islamabad
26,Modassar,4/5 Stars,23-07-21,Onion rings were not fresh and too oily burgers were good,Islamabad
26,Zulfiqar,3/5 Stars,20-07-21,Best,Islamabad
26,Ibrahim,5/5 Stars,20-07-21,Crunch burger good as usual. Tried their wraps. Chipottle wrap is love.,Islamabad
26,Adnan,5/5 Stars,19-07-21,indeed these reviews stand legit 🤩,Islamabad
26,Ahmed,2/5 Stars,18-07-21,The burger was average. I asked for a beef burger without lettuce but it came with lots of lettuce. No instruction followed. Cold fries.,Islamabad
26,Farah,5/5 Stars,15-07-21,GUYSSS SERIOUSLY YOU NEED TO CUT OUT ON THE OVERLY PRICED MCDONALDS KFC OPTP. BUY FROM SALLY'S. 100× BETTER,Islamabad
26,Zaid,3/5 Stars,14-07-21,Beef wasn't as soft as it should be,Islamabad
26,Muhammad,3/5 Stars,11-07-21,Too much sauce in the burgers. Chipotle wrap was very good,Islamabad
26,hamza,5/5 Stars,09-07-21,ok i wasn't expecting that their chicken wrap would taste exactly like saudi shawarma which is very rare to find in pakistan with authentic taste. I was amazed by their flavours and nice quantity reasonable price. Their beef burger was amazing also. i would recommend everyone to try their chicken wrap u will be amazed if ur familiar with taste of actual saudi shawarma.,Islamabad
26,Biya,5/5 Stars,08-07-21,Wonderful take and quality and quantity it's good boht allaa,Islamabad
26,MuhammadAli,5/5 Stars,08-07-21,Loved the food,Islamabad
26,Ashwina,5/5 Stars,08-07-21,I asked them to add more chipotle sauce in the wrap and they did. Love their wraps!,Islamabad
27,Nosh,4/5 Stars,27-08-21,need to improve the taste,Islamabad
28,Khalid,5/5 Stars,12-09-21,Best shawarma I ever tried anywhere here. The mango smoothie was great too.,Islamabad
28,kanwal,4/5 Stars,06-09-21,Loved my food. It was well balanced and bursting with flavour,Islamabad
28,Hassan,5/5 Stars,31-08-21,Superb. Tea was fantastic,Islamabad
28,Aysha,5/5 Stars,31-08-21,Everything tastes great... recommended 100%,Islamabad
28,kanwal,2/5 Stars,15-07-21,"I ordered the beef burger,and was not happy with quality of beef used for the patty. The beef was minced with max fat. I only got unchewable beef fat pieces in my mouth.",Islamabad
28,Abdul,5/5 Stars,03-07-21,Great taste. tres leches cake slice is superb.,Islamabad
28,Malik,5/5 Stars,25-06-21,Loveyou ho giya 😍,Islamabad
28,Aun,5/5 Stars,22-06-21,👍👍👍👍,Islamabad
28,Aysha,5/5 Stars,14-06-21,"Ordered shwarma, chicken cheese parcel and fries, everything tasted delicious and yummy... will definitely order agn 😍",Islamabad
28,Warda,5/5 Stars,14-06-21,"delicious beef burger,
 recommended",Islamabad
28,Asim,5/5 Stars,08-06-21,"From burgers to smoothies everything is tasty, Recommended",Islamabad
28,Asim,5/5 Stars,02-06-21,👍,Islamabad
28,Ali,5/5 Stars,31-05-21,From packaging to taste everything was excellent special fries bht mazay k thay,Islamabad
28,Nabeeha,1/5 Stars,31-05-21,I ordered cookies and brownies and they tasted so bad,Islamabad
28,Ali,5/5 Stars,27-05-21,Chicken cheese shawarma was absolutely yummy,Islamabad
30,Imraan,5/5 Stars,14-09-21,Everything was best. From packing to quality to quantity. 5 starts. Highly recommended!,Islamabad
30,Usman,5/5 Stars,14-09-21,"Amazing taste..super customer services they way the packaging is done.If you don't like daal at home just order from food hut, you ll start loving it. Keep up the good work.. Highly recommended.",Islamabad
30,ujala,5/5 Stars,10-09-21,"A home chef who has made me fall in love with many things which I in my whole life never are or liked like sarson ka saag for example…. I would need so many characters to explain how awesome and amazing this chef is and I can keep ordering again and again and every day and taste delicious as always 
Thank you chef keep rocking",Islamabad
30,Salman,3/5 Stars,16-07-21,It did not taste like shami kebabs. Truly disappointed. Plus ketchup sachets were inside the box which is not according to hygiene standards. It should have been put with scotch tape outside the box,Islamabad
30,Shaikh,5/5 Stars,19-06-21,Amazing Food. Enough Quantity.,Islamabad
30,Noman,5/5 Stars,17-06-21,"The best Restaurants in the foodpanda. The food is amazing, hygienic and well packed. I have seen anyone packed the food this good, the way they do. I ordered there food so many times and they have never disappointed me. Would highly recommend this. Truly professional and care about their customer.",Islamabad
30,Mujeeb,5/5 Stars,09-06-21,Worth the money... Fresh chana chat and packaging was done so professionally 💯...,Islamabad
30,Muhammad,5/5 Stars,08-06-21,I ordered Chicken Karahi and it was good but masala was made of onions instead of tomatoes but overall it was good. I wish they change it from onion to tomatoes. And the best part was its packaging. I have never seen such great packaging from anyone ever as it was protected with 5 layers. Wish you good luck FoodHut.,Islamabad
30,Asma,5/5 Stars,03-06-21,Excellent  food highly recommended👍👍💞,Islamabad
30,Noman,5/5 Stars,27-05-21,It was truly an amazing experience. I have never seen anyone packed food so well. I will definitely order from them again.,Islamabad
30,Rehaan,5/5 Stars,15-05-21,"They always go above & beyond & give extra items. Great customer service. If they keep it up & increase their daily menu, they would be very successful.",Islamabad
30,Salman,5/5 Stars,12-04-21,Amazing gulab jamuns as always. Thank u for relhe complimentary extra gulab jamun,Islamabad
30,Salman,5/5 Stars,09-04-21,Delicious gulab jamuns. Thank u for the complimentary Pepsi,Islamabad
30,Abdullah,5/5 Stars,01-04-21,"Food was very delicious, everyone should try something from them, you people will not regret ordering from them. Also I want to say that their packaging was the best, never seen such packaging before. Keep up the good work chef.....",Islamabad
30,Salman,5/5 Stars,31-03-21,As always amazing gulab jamuns. Was waiting for them to b available,Islamabad
30,Hanif,5/5 Stars,15-02-21,Thumbs up. Usual good taste and good quantity.,Islamabad
31,Asadhanif,5/5 Stars,23-06-21,Nice,Islamabad
31,Asadhanif,5/5 Stars,22-06-21,Biryani bhut achi he recmended,Islamabad
31,Yasir,1/5 Stars,21-06-21,"I order biryani.. rice were undercooked , tasteless, it was not only a waste of money but the ingredients in their hands.. seems like a child has tried to make something and failed miserably.. plz don't ABC plz don't waste food first learn to Cook",Islamabad
31,Habna,5/5 Stars,16-06-21,Fresh food he biryani mazidar he allu dala krin 10/10,Islamabad
33,Maleeha,1/5 Stars,12-09-21,"very very poor, unhygienic",Islamabad
33,Uzma,5/5 Stars,10-09-21,Mutton paratha was delicious,Islamabad
33,Sundas,4/5 Stars,09-09-21,Parathas are really good. But too small,Islamabad
33,Tariq,3/5 Stars,03-09-21,It was a bit fatty,Islamabad
33,Farzan,5/5 Stars,01-09-21,Ordered few times before. It was good everytime but today it was best. Crispy and tasty,Islamabad
33,Imran,5/5 Stars,31-08-21,Fresh and Tasty,Islamabad
33,Haiwad,1/5 Stars,17-08-21,Never gonna order again. Pricey and not upto the mark,Islamabad
33,Sania,1/5 Stars,16-08-21,"Very oily paratha’s.
The chicken channay was not good in taste. Quality and quantity both need to be worked on",Islamabad
33,Saba,1/5 Stars,16-08-21,"There’s no difference between Arbi pratha and lâcha prath both are same fried egg was fully cooked no runny yolk ,waste of money",Islamabad
33,Adil,1/5 Stars,15-08-21,Cheese pararha was without cheese..and tea was in plastic bag rather than in cup.,Islamabad
33,Asif,5/5 Stars,14-08-21,Excellent late night option,Islamabad
33,Sajid,3/5 Stars,09-08-21,"Please make some arrangements for tea to be sent hot not in plastic shoppers 
You can use empty liquid milk boxes",Islamabad
33,ShahzebAli,1/5 Stars,08-08-21,Good,Islamabad
33,Seher,3/5 Stars,30-07-21,Omlete bilkul pheeka tha,Islamabad
33,Asad,2/5 Stars,26-07-21,Ordered chanay and they delivered half-cooked dry chanay ki daal.,Islamabad
33,Ammara,3/5 Stars,23-07-21,Paratha was good tea bht meethi thi or quantity bht kam bht bht meethi thi,Islamabad
33,Sana,2/5 Stars,13-07-21,There is an ant in the omelete,Islamabad
33,Naeem,4/5 Stars,12-07-21,ONE EGG OMELETTE WAS  SHORT SUPPLIED BUT CHARGED THE FULL AMOUNT.NEED RECTIFICATION.,Islamabad
33,Qasim,5/5 Stars,08-07-21,Great tea - but still don’t understand why we don’t have any other solution then putting tea in shopper lol,Islamabad
33,Qasim,5/5 Stars,01-07-21,Great don’t know how we can improve delivery of tea it looks odd when you receive in shopper lol,Islamabad
33,Natasha,5/5 Stars,28-06-21,Good,Islamabad
33,Adam,5/5 Stars,20-06-21,"Really good food, a bit expensive but chai and paratha are amazing!",Islamabad
33,Raja,2/5 Stars,27-05-21,Rider was rude,Islamabad
33,Hizra,3/5 Stars,22-04-21,"Paratha was too cold, plus the packaging was really bad",Islamabad
33,MohammedOmer,2/5 Stars,22-04-21,I ordered Walnut Tea and they sent Pistachio tea. It was too sweet and paratha was not fresh. Quality going down.,Islamabad
33,Hiba,4/5 Stars,02-04-21,Riders dont wear mask,Islamabad
33,Almas,5/5 Stars,31-03-21,"Ordered Kashmiri tea was put in a shopper bag and cup given with no lid not good enough 
Need to put tea in to the cup and cover with cling film and put on Lid",Islamabad
33,Abeer,5/5 Stars,27-03-21,Toooooo expensive,Islamabad
33,Muhammad,1/5 Stars,13-03-21,Tea is very pour,Islamabad
33,Faryda,2/5 Stars,02-03-21,So disappointing..I used to like their warm parathyroid but they burnt it and still sent it..afsoos.,Islamabad
33,Ali,5/5 Stars,01-03-21,Send tissue as well.,Islamabad
33,Sumaira,5/5 Stars,20-02-21,Best desicion of nashta😀,Islamabad
33,Mohsana,3/5 Stars,10-02-21,the dryfruit in the tea should be dry roasted and crispy,Islamabad
33,Salman,2/5 Stars,03-02-21,I got wrong food. :(,Islamabad
33,Okasha,5/5 Stars,31-01-21,Good,Islamabad
33,Farzana,3/5 Stars,14-01-21,Mushroom omelette  too small.,Islamabad
33,Raja,5/5 Stars,10-01-21,Great place really recommending it to others,Islamabad
33,waqar,5/5 Stars,09-01-21,Zabardast,Islamabad
33,Xara,1/5 Stars,09-01-21,Farivh,Islamabad
33,Sheeza,1/5 Stars,08-01-21,Such a bad experience,Islamabad
33,Barika,1/5 Stars,04-01-21,"Not recommended at all! The paratha was only 5"" even smaller then a standard frozen one - came apart inside packaging - the Aloo paratha not only had unpleasant smell but also tasted very unpleasant and STALE - was not even crispy",Islamabad
33,Taimoor,1/5 Stars,03-01-21,"Very pathetic and smelly food. I had ordered qeema paratha, firstly the it didnot look like a paratha at all the upper and lower layer of paratha was flying the box separately. With the first bite i almost puked because of the taste. Never coming back here to burn my money.",Islamabad
33,waqas,3/5 Stars,03-01-21,Rate kyu zyada rakha hua hai ????,Islamabad
33,Mohammed,4/5 Stars,30-12-20,Most of the order was wrong boys what you doing,Islamabad
35,Nazia,1/5 Stars,10-09-21,Food was smelly ordered chow min taste was pethatic looks like food was 2 3 days old,Islamabad
35,Jibran,5/5 Stars,10-09-21,Good food,Islamabad
35,Rida,1/5 Stars,26-08-21,"Please anday saaf kar kay daala karain, egg kay saath chilka bhi bite main aa gaya tha, apni sauces ko bhi badlain please, especially soy sauce. Koi achi wali sauces use karain please. Red chilli itni meethi thi, wasn't spicy at all. Soup ka overall taste was okay. Aur packaging improve karain please, itna taiz garam soup plastic packets main dala howa tha, ya tou soup ko thora cool down honay diya karain, koi 2nd degree burn wala soup lag raha tha, plastic bhi melt ho kar milli howi thi soup main :/",Islamabad
35,shahzaib,1/5 Stars,21-08-21,Fries were Good but wings were just a joke,Islamabad
35,usama,1/5 Stars,08-08-21,The food was too bad and half the drinks were missing,Islamabad
35,Saman,1/5 Stars,02-07-21,This time chowmen was not good..full of spice and oil..before i ordered in winters from my other id it was so yummy..,Islamabad
35,Adeen,1/5 Stars,22-05-21,"Food was not good at all, chow men were too oily n biryani was full of salt , jst waste of money",Islamabad
35,Sidra,1/5 Stars,27-12-20,The food wasn't what i ordered. I ordered the special soup and they literally sent the knorr soup. I had ordered rice and they sent stale chowmein. The only thing right in that order was the sesame chicken. I will never be ordering from here. You spend so much money for a meal and they just send you bad food.,Islamabad
35,Uneeb,5/5 Stars,27-12-20,Their smoked chicken pasta and chicken chowmein are one of the best in the price category,Islamabad
35,Abroo,5/5 Stars,04-12-20,Best restaurant best taste everrrrrrrr,Islamabad
35,Zumairah,5/5 Stars,30-11-20,Soup was delicious,Islamabad
35,Abroo,5/5 Stars,20-11-20,It was amaaazing. loved the taste.  They didn't send my coke ttho,Islamabad
35,Hasan,5/5 Stars,25-10-20,Delicious,Islamabad
35,Hasan,5/5 Stars,18-10-20,Excellent food,Islamabad
35,Samana,3/5 Stars,09-10-20,Food was spicy...other things are good...,Islamabad
35,Farwa,2/5 Stars,12-09-20,Restuarant should add some chicken in their Hot and sour Chicken soup.,Islamabad
36,Mahwish,3/5 Stars,03-09-21,Aloo paratha ordered but it was just two parathas and a bit taste if aloo .. waste of money,Islamabad
36,Faysel,1/5 Stars,28-08-21,"The worst breakfast I have ever had in my life. The Lahori Chana was not lahori channa, Cheese Omelette I was expecting was not cheese omelette. I ordered 4 glasses of lassi, 3 Saltish and 1 sweet but they sent all sweet glasses of lassi. Even I mentioned in instruction box. The expected time was 30 minutes minimum but i took 50 to 60 minutes to reach our order.",Islamabad
36,Wishma,2/5 Stars,21-08-21,Channay bilkul mazay k nae thy lahori chanay bola tha bt bilkul b lahori chanay vala zaiqa nae tha,Islamabad
36,zohaib,1/5 Stars,12-08-21,3rd class food i dont recomnd this agine,Islamabad
36,Rizwan,2/5 Stars,16-07-21,Cheese omelette was missing from the order,Islamabad
36,Christian,5/5 Stars,08-07-21,Nice food. Good prices,Islamabad
36,Atif,1/5 Stars,25-06-21,Poor and Pathetic sort of Breakfast. Plus I ordered two parathas and chai and they delivered me just a single and charged me the price of two. The parathas were not fresh and the eggs were half cooked…,Islamabad
36,nadia,5/5 Stars,30-03-21,"Cheese omelette was nice but Overcooked.
 needs more Cheese  as it didnt seem like a Cheese omelette",Islamabad
36,Shahper,1/5 Stars,09-03-21,Worst paratha ever.,Islamabad
36,Ammar,3/5 Stars,28-01-21,Quality should be improved with these high rates and less quantity,Islamabad
36,Masuma,3/5 Stars,10-01-21,Food was good but plz improve your packaging....omlet was down somewhere in the brown shopper.,Islamabad
36,Tahir,5/5 Stars,07-01-21,Very delicious food food quality 😋😍 💯 pure DESI,Islamabad
37,sajid,5/5 Stars,12-09-21,Very nice..,Islamabad
37,zulfiqar,5/5 Stars,08-09-21,Best,Islamabad
37,Nouman,1/5 Stars,07-09-21,The product (Rice/Biryani) was really spicy which not able to eat too much spicy,Islamabad
37,Arbaz,5/5 Stars,05-09-21,"Great taste, great service, great quality. Highly recommended 👌",Islamabad
37,naveed,5/5 Stars,04-09-21,"Great everthing. Teste, packaging. Will Order again",Islamabad
37,Abdullah,5/5 Stars,04-09-21,Biryani and services were awesome. Couldn't have asked for more,Islamabad
37,Saif,5/5 Stars,04-09-21,"food was good , packaging was good , price was good , hope they don’t turn the prices up now...",Islamabad
37,Sohera,5/5 Stars,30-08-21,humbled by the service. good taste.,Islamabad
37,Ehtesham,5/5 Stars,26-08-21,Loved the food and packaging was 👍,Islamabad
37,Haleemuddin,5/5 Stars,25-08-21,Good,Islamabad
37,Nabeel,1/5 Stars,23-08-21,taste bilkul b ni or quality b bhtt khrab,Islamabad
37,Fasih,1/5 Stars,14-08-21,It was more like a pulao  but packaging was good which impressed me,Islamabad
37,Aiman,5/5 Stars,10-08-21,Food was delicious. Packaging was excellent! 10/10. Perfect!,Islamabad
37,muaz,1/5 Stars,08-08-21,Did not receive order at all.,Islamabad
37,HamZa,5/5 Stars,08-08-21,Tastey food. And nice paking. Best wishes,Islamabad
37,Ahmed,1/5 Stars,05-08-21,I specifically selected with the kebabs. And you guys just send me simple pulao? You just got one job to do bro. K order dekh kr wo he pack kro jo order kia Or kuch miss na karo. Just one job bro. Come on! Pathetic,Islamabad
37,Saad,1/5 Stars,04-08-21,Tasteless. Zero star,Islamabad
37,BintE,1/5 Stars,04-08-21,Bolo kuch or aita kuch or ha 😏,Islamabad
37,Waqas,1/5 Stars,02-08-21,The Biryani was good but I never received the drink that I was supposed to,Islamabad
37,Shan,4/5 Stars,30-07-21,Package was amazing and they did try to care of the customer as best as they can. I would like to advise to make the taste better and Keep the packaging and customer care,Islamabad
37,Amna,5/5 Stars,30-07-21,It was great!. And thank you for shahi meva❤,Islamabad
37,Muhammad,4/5 Stars,29-07-21,"Improve Quality of raita, raita is very watery",Islamabad
37,Inamullah,3/5 Stars,29-07-21,Chicken Piece was missing as shown on the website and there was great delay in delivery,Islamabad
37,Iftikhar,3/5 Stars,27-07-21,Ok but no salad available please add salad,Islamabad
37,Ahsan,1/5 Stars,26-07-21,Bhai pheeke pulao main rang daalne se biryani Nahi ban jati. Waste of food and money. Never ordering again.,Islamabad
37,Danish,1/5 Stars,25-07-21,Biryani was plain white rice. No masala no potatoes. Won't order again.,Islamabad
37,Iftikhar,2/5 Stars,24-07-21,Good but raita was not available,Islamabad
37,Muhammad,3/5 Stars,22-07-21,Biryani ki Quality day by day kharab hoti hy jarhi  kuch time pehly tak buht behter biryani thi,Islamabad
37,MohammadImran,5/5 Stars,21-07-21,Good tast,Islamabad
37,Iftikhar,3/5 Stars,20-07-21,Good but less quantity,Islamabad
37,Saad,5/5 Stars,15-07-21,Best,Islamabad
37,Afifa,3/5 Stars,13-07-21,Cold but good,Islamabad
37,Adnan,1/5 Stars,12-07-21,Not good order was not complete and rice were dry and tasteless,Islamabad
37,Umar,5/5 Stars,07-07-21,"Biryani tasty h, or sb se barh k packaging buht achi thi parcel ki....",Islamabad
37,MohammadImran,5/5 Stars,06-07-21,"Pulao acha tha
Maza aya",Islamabad
37,Sumiya,5/5 Stars,03-07-21,"Excellent service
Good tast",Islamabad
37,Muhammad,2/5 Stars,01-07-21,The food was not properly cooked. Use of masalehajaat doesn’t mean that your biryani is good.,Islamabad
37,Muhid,5/5 Stars,29-06-21,Amazing food and portion size. Fast delivery. Love the complementary stuff with the briyani!,Islamabad
37,Zeeshan,2/5 Stars,25-06-21,"The biryani was just excessively  salted pulao, which I couldn’t eat and had to throw it out.",Islamabad
37,SyedMehboobHussain,1/5 Stars,25-06-21,Seriously you call it beef Biryani...... so much disappointed...,Islamabad
37,Aiman,4/5 Stars,24-06-21,Excellent food service by Biryani ghar! everything was so on point and serving was exceptional ❤️🙌. loved it!,Islamabad
37,Bilal,4/5 Stars,24-06-21,Mirchi bohat hai kuch kam dalo,Islamabad
37,Muhammad,1/5 Stars,23-06-21,But baryani km khechri thi test sy zero,Islamabad
37,Dr,3/5 Stars,20-06-21,There were no shami kebabs despite the description saying there would be two kebabs with palao,Islamabad
38,Abdullah,5/5 Stars,06-08-21,staff very cooperative,Islamabad
38,AQeel,5/5 Stars,31-07-21,"Value for money!  Bery delicious food!  
Thoroughly enjoy ny lunch with my colleagues.",Islamabad
38,Noor,1/5 Stars,28-07-21,I ordered a caramel pie by but they sent an apple pie instead,Islamabad
38,Malaika,5/5 Stars,16-07-21,Very delicious 😋,Islamabad
38,Malaika,5/5 Stars,29-06-21,Delicious 😋,Islamabad
38,Najam,2/5 Stars,15-06-21,Really disappointed with quality of food.,Islamabad
38,Osama,1/5 Stars,06-05-21,I didn’t receive my order,Islamabad
38,Dua,5/5 Stars,30-04-21,Out standing,Islamabad
38,Qazi,3/5 Stars,26-04-21,The food was very less comapred to the price,Islamabad
38,Areej,1/5 Stars,15-04-21,"Extremely disappointed !!  I ordered red velvet cup cake and death by chocolate it was extremely dry like a rock 
Will never order again",Islamabad
39,Amna,1/5 Stars,03-06-21,I paid with my card and they never gave me my pickup order saying the voucher is putting them at a loss. Worst service ever. Will never order again and will never suggest this place to anyone.,Islamabad
39,Alishba,1/5 Stars,24-05-21,Not nice,Islamabad
40,Shaheer,1/5 Stars,24-08-21,"Worst food
Mint margarita was like i was drinking green chatni
Roll pratha was half cooked
Zinger burger patty was burnt and too crispy",Islamabad
40,Maya,1/5 Stars,07-08-21,Worst pathetic,Islamabad
40,shamaoonmahmood,4/5 Stars,29-07-21,"Chicken was well tried, bun was fresh just ketchup taste wasn't delicious and they didn't send tissue and original brand ketchup sachets with delivery.
Food was fresh and quantity was well enough too.",Islamabad
40,vikaya,5/5 Stars,27-07-21,It was wonderful I really enjoy it,Islamabad
40,Mohammad,1/5 Stars,18-07-21,"Third class burger being sold in the name of grilled burger. Expired bun, Patty was under cooked and cheese was just like out of the freezer, the burger tasted like rotten egg. Extremely disappointed by their service!",Islamabad
40,maheen,4/5 Stars,13-07-21,Channa chat wasn’t channa it was chicken salad. Bad!,Islamabad
40,Amna,1/5 Stars,08-07-21,The taste was nor good at all,Islamabad
40,Anum,3/5 Stars,07-07-21,"I ordered Biryani. Chicken was half cook, rice was a bit hard and it was too spicy but good.",Islamabad
40,Ahmed,5/5 Stars,07-07-21,Wrap and zinger need imorovement,Islamabad
40,Abdul,5/5 Stars,05-07-21,Burger was good and bun was fresh recommended,Islamabad
41,Ammara,5/5 Stars,28-06-21,"Kunafa was really good taste and sweetness was perfect ,recommended to everyone looking for Arabic sweets",Islamabad
41,Shaheera,5/5 Stars,18-05-21,Cheese kunafa was really good!,Islamabad
41,Syed,5/5 Stars,30-04-21,Good taste but not value for money thing,Islamabad
41,UmroAbdulLatifLal,5/5 Stars,24-04-21,It was nice warm.,Islamabad
41,Rida,5/5 Stars,18-03-21,Loved the texture and taste of Kunafa!,Islamabad
41,Abeer,5/5 Stars,28-01-21,Best Kunafa in town. Very fresh and perfect balance of sweetness,Islamabad
41,Shahid,2/5 Stars,15-01-21,Always best but this order is disappointing,Islamabad
41,Hassan,5/5 Stars,05-01-21,Excellent taste,Islamabad
41,Hassan,5/5 Stars,30-12-20,Excellent Umme Aali,Islamabad
41,Ali,5/5 Stars,28-12-20,Best Kunafe in Pakistan. Simply love it,Islamabad
41,Shabaz,5/5 Stars,27-12-20,Awesome kunafa!,Islamabad
41,Ehtisham,5/5 Stars,19-12-20,Best Kunafa i’ve ever had 😍,Islamabad
41,WaQax,5/5 Stars,08-12-20,Best and cheap kunafa,Islamabad
41,Arsalan,5/5 Stars,07-12-20,Very authentic Arabic taste. 5/5,Islamabad
41,Waqas,5/5 Stars,19-11-20,Very tasty,Islamabad
41,Shahid,5/5 Stars,18-11-20,Wonderful Kunafa 100% authentic,Islamabad
41,Ibrahim,5/5 Stars,22-09-20,The best kunafa I've ever had. So goood especially the cream kunafa i love it will definitely order again. Absolutely 5 stars,Islamabad
41,Saniya,4/5 Stars,20-09-20,Quantity was less compared to the price,Islamabad
41,NafeesAhmed,1/5 Stars,14-09-20,"EXTREMELY WORST FOOD, QUANTITY IS VERY LESS AND QUALITY IS ALSO VERY DISGUSTING, HE EVEN DOES NOT KNOW THE TASTE OF ARABIC FOOD STUFF, CLEARLY WASTAGE OF MONEY...",Islamabad
41,fahd,5/5 Stars,02-09-20,Never thought I would find authentic arabic cuisine in Pakistan. Please keep up the good work and don't drop the quality. Kunafa with cream was 10/10. would order again,Islamabad
41,Abdur,5/5 Stars,31-08-20,"Nice food, thoroughly enjoyed",Islamabad
41,Naeem,5/5 Stars,25-08-20,Excellent. Tastes perfect Just like we used to eat in Saudi Arabia. Great 👍👍👍👍,Islamabad
41,Sara,5/5 Stars,25-08-20,"Delicious Kunafa. I ordered both, Cream Kunafa and Cheese Kunafa. Loved the cheese filled one.",Islamabad
41,Ameena,5/5 Stars,18-08-20,Excellent quality. Both the sweets were piping hot and really yummy.,Islamabad
41,Dudii,5/5 Stars,28-07-20,It's so yummy best kunafa,Islamabad
41,Usman,5/5 Stars,28-07-20,Enjoyed it. Great taste.,Islamabad
41,Ayaz,4/5 Stars,17-07-20,Quantity should be increased,Islamabad
41,Bassam,5/5 Stars,28-06-20,Food was great but delivery service and rider was not,Islamabad
41,Ra,5/5 Stars,17-06-20,"Awesomeee. Authentic kunafeh.
 Loved it",Islamabad
42,Zoheb,1/5 Stars,15-08-21,I only ordered kheer and it didn’t taste or even look like a kheer except for the fact that it came in a thooti.,Islamabad
42,H,1/5 Stars,06-03-21,"They forgot to add soft drink and upon complaining, they said they are sending it but nothing ever arrived. So disappointed",Islamabad
43,MADIHA,1/5 Stars,06-08-21,Worst food ever. Allah hidayat day ap logo ko. Mangwao kuch bejtay kuch hai or jesa khana kay janwar b na khaye,Islamabad
